Date,Close
5/15/2015 16:00,248.84
5/18/2015 16:00,248.75
5/19/2015 16:00,247.14
5/20/2015 16:00,244.35
5/21/2015 16:00,245.62
5/22/2015 16:00,247.73
5/26/2015 16:00,247.46
5/27/2015 16:00,247.43
5/28/2015 16:00,251.45
5/29/2015 16:00,250.8
6/1/2015 16:00,249.45
6/2/2015 16:00,248.35
6/3/2015 16:00,248.99
6/4/2015 16:00,245.92
6/5/2015 16:00,249.14
6/8/2015 16:00,256.29
6/9/2015 16:00,256
6/10/2015 16:00,250.7
6/11/2015 16:00,251.41
6/12/2015 16:00,250.69
6/15/2015 16:00,250.38
6/16/2015 16:00,253.12
6/17/2015 16:00,260.41
6/18/2015 16:00,261.89
6/19/2015 16:00,262.51
6/22/2015 16:00,259.79
6/23/2015 16:00,267.67
6/24/2015 16:00,265.17
6/25/2015 16:00,268.79
6/26/2015 16:00,267.09
6/29/2015 16:00,262.02
6/30/2015 16:00,268.26
7/1/2015 16:00,269.15
7/2/2015 16:00,280.02
7/6/2015 16:00,279.72
7/7/2015 16:00,267.88
7/8/2015 16:00,254.96
7/9/2015 16:00,257.92
7/10/2015 16:00,259.15
7/13/2015 16:00,262.16
7/14/2015 16:00,265.65
7/15/2015 16:00,263.14
7/16/2015 16:00,266.68
7/17/2015 16:00,274.66
7/20/2015 16:00,282.26
7/21/2015 16:00,266.77
7/22/2015 16:00,267.87
7/23/2015 16:00,267.2
7/24/2015 16:00,265.41
7/27/2015 16:00,253.01
7/28/2015 16:00,264.82
7/29/2015 16:00,263.82
7/30/2015 16:00,266.79
7/31/2015 16:00,266.15
8/3/2015 16:00,259.99
8/4/2015 16:00,266.28
8/5/2015 16:00,270.13
8/6/2015 16:00,246.13
8/7/2015 16:00,242.51
8/10/2015 16:00,241.14
8/11/2015 16:00,237.37
8/12/2015 16:00,238.17
8/13/2015 16:00,242.51
8/14/2015 16:00,243.15
8/17/2015 16:00,254.99
8/18/2015 16:00,260.72
8/19/2015 16:00,255.25
8/20/2015 16:00,242.18
8/21/2015 16:00,230.77
8/24/2015 16:00,218.87
8/25/2015 16:00,220.03
8/26/2015 16:00,224.84
8/27/2015 16:00,242.99
8/28/2015 16:00,248.48
8/31/2015 16:00,249.06
9/1/2015 16:00,238.63
9/2/2015 16:00,247.69
9/3/2015 16:00,245.57
9/4/2015 16:00,241.93
9/8/2015 16:00,248.17
9/9/2015 16:00,248.91
9/10/2015 16:00,248.48
9/11/2015 16:00,250.24
9/14/2015 16:00,253.19
9/15/2015 16:00,253.57
9/16/2015 16:00,262.25
9/17/2015 16:00,262.07
9/18/2015 16:00,260.62
9/21/2015 16:00,264.2
9/22/2015 16:00,260.94
9/23/2015 16:00,261.06
9/24/2015 16:00,263.12
9/25/2015 16:00,256.91
9/28/2015 16:00,248.43
9/29/2015 16:00,246.65
9/30/2015 16:00,248.4
10/1/2015 16:00,239.88
10/2/2015 16:00,247.57
10/5/2015 16:00,246.15
10/6/2015 16:00,241.46
10/7/2015 16:00,231.96
10/8/2015 16:00,226.72
10/9/2015 16:00,220.69
10/12/2015 16:00,215.58
10/13/2015 16:00,219.25
10/14/2015 16:00,216.88
10/15/2015 16:00,221.31
10/16/2015 16:00,227.01
10/19/2015 16:00,228.1
10/20/2015 16:00,213.03
10/21/2015 16:00,210.09
10/22/2015 16:00,211.72
10/23/2015 16:00,209.09
10/26/2015 16:00,215.26
10/27/2015 16:00,210.35
10/28/2015 16:00,212.96
10/29/2015 16:00,211.63
10/30/2015 16:00,206.93
11/2/2015 16:00,213.79
11/3/2015 16:00,208.35
11/4/2015 16:00,231.63
11/5/2015 16:00,231.77
11/6/2015 16:00,232.36
11/9/2015 16:00,225.33
11/10/2015 16:00,216.5
11/11/2015 16:00,219.08
11/12/2015 16:00,212.94
11/13/2015 16:00,207.19
11/16/2015 16:00,214.31
11/17/2015 16:00,214
11/18/2015 16:00,221.07
11/19/2015 16:00,221.8
11/20/2015 16:00,220.01
11/23/2015 16:00,217.75
11/24/2015 16:00,218.25
11/25/2015 16:00,229.64
11/27/2015 16:00,231.61
11/30/2015 16:00,230.26
12/1/2015 16:00,237.19
12/2/2015 16:00,231.99
12/3/2015 16:00,232.71
12/4/2015 16:00,230.38
12/7/2015 16:00,231.13
12/8/2015 16:00,226.72
12/9/2015 16:00,224.52
12/10/2015 16:00,227.07
12/11/2015 16:00,217.02
12/14/2015 16:00,218.58
12/15/2015 16:00,221.09
12/16/2015 16:00,234.51
12/17/2015 16:00,233.39
12/18/2015 16:00,230.46
12/21/2015 16:00,232.56
12/22/2015 16:00,229.95
12/23/2015 16:00,229.7
12/24/2015 16:00,230.57
12/28/2015 16:00,228.95
12/29/2015 16:00,237.19
12/30/2015 16:00,238.09
12/31/2015 16:00,240.01
1/4/2016 16:00,223.41
1/5/2016 16:00,223.43
1/6/2016 16:00,219.04
1/7/2016 16:00,215.65
1/8/2016 16:00,211
1/11/2016 16:00,207.85
1/12/2016 16:00,209.97
1/13/2016 16:00,200.31
1/14/2016 16:00,206.18
1/15/2016 16:00,204.99
1/19/2016 16:00,204.72
1/20/2016 16:00,198.7
1/21/2016 16:00,199.97
1/22/2016 16:00,202.55
1/25/2016 16:00,196.38
1/26/2016 16:00,193.56
1/27/2016 16:00,188.07
1/28/2016 16:00,189.7
1/29/2016 16:00,191.2
2/1/2016 16:00,196.94
2/2/2016 16:00,182.78
