Date,Close
2/12/2019 16:00,165.04
2/13/2019 16:00,164.07
2/14/2019 16:00,163.95
2/15/2019 16:00,162.5
2/19/2019 16:00,162.29
2/20/2019 16:00,162.56
2/21/2019 16:00,160.04
2/22/2019 16:00,161.89
2/25/2019 16:00,164.62
2/26/2019 16:00,164.13
2/27/2019 16:00,162.81
2/28/2019 16:00,161.45
3/1/2019 16:00,162.28
3/4/2019 16:00,167.37
3/5/2019 16:00,171.26
3/6/2019 16:00,172.51
3/7/2019 16:00,169.13
3/8/2019 16:00,169.6
3/11/2019 16:00,172.07
3/12/2019 16:00,171.92
3/13/2019 16:00,173.37
3/14/2019 16:00,170.17
3/15/2019 16:00,165.98
3/18/2019 16:00,160.47
3/19/2019 16:00,161.57
3/20/2019 16:00,165.44
3/21/2019 16:00,166.08
3/22/2019 16:00,164.34
3/25/2019 16:00,166.29
3/26/2019 16:00,167.68
3/27/2019 16:00,165.87
3/28/2019 16:00,165.55
3/29/2019 16:00,166.69
4/1/2019 16:00,168.7
4/2/2019 16:00,174.2
4/3/2019 16:00,173.54
4/4/2019 16:00,176.02
4/5/2019 16:00,175.72
4/8/2019 16:00,174.93
4/9/2019 16:00,177.58
4/10/2019 16:00,177.82
4/11/2019 16:00,177.51
4/12/2019 16:00,179.1
4/15/2019 16:00,179.65
4/16/2019 16:00,178.87
4/17/2019 16:00,178.78
4/18/2019 16:00,178.28
4/22/2019 16:00,181.44
4/23/2019 16:00,183.78
4/24/2019 16:00,182.58
4/25/2019 16:00,193.26
4/26/2019 16:00,191.49
4/29/2019 16:00,194.78
4/30/2019 16:00,193.4
5/1/2019 16:00,193.03
5/2/2019 16:00,192.53
5/3/2019 16:00,195.47
5/6/2019 16:00,193.88
5/7/2019 16:00,189.77
5/8/2019 16:00,189.54
5/9/2019 16:00,188.65
5/10/2019 16:00,188.34
5/13/2019 16:00,181.54
